# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000037829	ENSCAFG00000037829	ENSCAFT00000058031	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000037943	ENSCAFG00000037943	ENSCAFT00000055409	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037958	ENSCAFG00000037958	ENSCAFT00000055074	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037958	ENSCAFG00000037958	ENSCAFT00000056446	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037966	ENSCAFG00000037966	ENSCAFT00000054155	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000038063	ENSCAFG00000038063	ENSCAFT00000051071	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038175	ENSCAFG00000038175	ENSCAFT00000051011	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000038302	ENSCAFG00000038302	ENSCAFT00000051696	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038302	ENSCAFG00000038302	ENSCAFT00000052854	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038312	ENSCAFG00000038312	ENSCAFT00000058201	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038312	ENSCAFG00000038312	ENSCAFT00000059216	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038408	ENSCAFG00000038408	ENSCAFT00000055550	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038462	ENSCAFG00000038462	ENSCAFT00000052328	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038545	ENSCAFG00000038545	ENSCAFT00000056625	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000038641	ENSCAFG00000038641	ENSCAFT00000057810	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038700	ENSCAFG00000038700	ENSCAFT00000057800	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000038925	ENSCAFG00000038925	ENSCAFT00000051634	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038945	ENSCAFG00000038945	ENSCAFT00000052939	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038963	ENSCAFG00000038963	ENSCAFT00000059381	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039007	ENSCAFG00000039007	ENSCAFT00000056990	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039015	ENSCAFG00000039015	ENSCAFT00000057598	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039019	ENSCAFG00000039019	ENSCAFT00000052880	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039315	ENSCAFG00000039315	ENSCAFT00000055218	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039421	ENSCAFG00000039421	ENSCAFT00000055344	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039421	ENSCAFG00000039421	ENSCAFT00000057378	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039454	ENSCAFG00000039454	ENSCAFT00000057641	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039513	ENSCAFG00000039513	ENSCAFT00000058287	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039532	ENSCAFG00000039532	ENSCAFT00000052962	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039532	ENSCAFG00000039532	ENSCAFT00000054452	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039660	ENSCAFG00000039660	ENSCAFT00000056039	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039869	ENSCAFG00000039869	ENSCAFT00000050674	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039898	ENSCAFG00000039898	ENSCAFT00000052455	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039946	ENSCAFG00000039946	ENSCAFT00000053997	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040026	ENSCAFG00000040026	ENSCAFT00000052993	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040037	ENSCAFG00000040037	ENSCAFT00000055089	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040056	ENSCAFG00000040056	ENSCAFT00000057475	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040070	ENSCAFG00000040070	ENSCAFT00000056735	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040110	ENSCAFG00000040110	ENSCAFT00000058790	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040114	ENSCAFG00000040114	ENSCAFT00000058879	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040122	ENSCAFG00000040122	ENSCAFT00000055002	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040434	ENSCAFG00000040434	ENSCAFT00000058159	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040518	ENSCAFG00000040518	ENSCAFT00000053266	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040535	ENSCAFG00000040535	ENSCAFT00000052034	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040607	ENSCAFG00000040607	ENSCAFT00000056825	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040626	ENSCAFG00000040626	ENSCAFT00000051034	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040632	ENSCAFG00000040632	ENSCAFT00000051532	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040701	ENSCAFG00000040701	ENSCAFT00000050650	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040901	ENSCAFG00000040901	ENSCAFT00000058241	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENTPD3	ENSCAFG00000005128	ENSCAFT00000008263	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EOMES	ENSCAFG00000005510	ENSCAFT00000008885	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOMES	ENSCAFG00000005510	ENSCAFT00000043134	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOMES	ENSCAFG00000005510	ENSCAFT00000049590	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP300	ENSCAFG00000001125	ENSCAFT00000001675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EP300	ENSCAFG00000001125	ENSCAFT00000001723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPB41L2	ENSCAFG00000001136	ENSCAFT00000001740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPG5	ENSCAFG00000017660	ENSCAFT00000028007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPG5	ENSCAFG00000017660	ENSCAFT00000047646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA8	ENSCAFG00000023528	ENSCAFT00000023234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA8	ENSCAFG00000023528	ENSCAFT00000048984	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EPS8	ENSCAFG00000012724	ENSCAFT00000020206	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPS8	ENSCAFG00000012724	ENSCAFT00000045054	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERBB4	ENSCAFG00000023258	ENSCAFT00000022535	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ERC1	ENSCAFG00000015874	ENSCAFT00000025165	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ERCC4	ENSCAFG00000018827	ENSCAFT00000029890	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERCC6	ENSCAFG00000006624	ENSCAFT00000010674	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ERH	ENSCAFG00000032389	ENSCAFT00000044339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERMAP	ENSCAFG00000002509	ENSCAFT00000003962	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ERN2	ENSCAFG00000017643	ENSCAFT00000027982	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERP27	ENSCAFG00000012892	ENSCAFT00000020469	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ETFDH	ENSCAFG00000008681	ENSCAFT00000013786	protein_coding	0	1	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0
ETNK1	ENSCAFG00000011667	ENSCAFT00000018510	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETNPPL	ENSCAFG00000011314	ENSCAFT00000017994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETNPPL	ENSCAFG00000011314	ENSCAFT00000048808	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETS2	ENSCAFG00000009978	ENSCAFT00000015882	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETV4	ENSCAFG00000014484	ENSCAFT00000023001	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV4	ENSCAFG00000014484	ENSCAFT00000046505	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ETV4	ENSCAFG00000014484	ENSCAFT00000047758	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXD3	ENSCAFG00000019444	ENSCAFT00000030921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOC2	ENSCAFG00000009173	ENSCAFT00000014607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F11	ENSCAFG00000007348	ENSCAFT00000011775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F5	ENSCAFG00000015215	ENSCAFT00000024154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FABP6	ENSCAFG00000017275	ENSCAFT00000036522	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FAH	ENSCAFG00000013958	ENSCAFT00000022144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM111B	ENSCAFG00000025213	ENSCAFT00000012244	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM111B	ENSCAFG00000025213	ENSCAFT00000044267	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM117A	ENSCAFG00000016947	ENSCAFT00000026821	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM120B	ENSCAFG00000004109	ENSCAFT00000006583	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM120C	ENSCAFG00000016427	ENSCAFT00000026044	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM120C	ENSCAFG00000016427	ENSCAFT00000047245	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM120C	ENSCAFG00000016427	ENSCAFT00000047380	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM151A	ENSCAFG00000019012	ENSCAFT00000030195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM151A	ENSCAFG00000019012	ENSCAFT00000030196	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM172A	ENSCAFG00000008064	ENSCAFT00000038000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM185A	ENSCAFG00000004283	ENSCAFT00000006874	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A3	ENSCAFG00000013364	ENSCAFT00000021212	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM19A4	ENSCAFG00000006573	ENSCAFT00000010604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM19A4	ENSCAFG00000006573	ENSCAFT00000043027	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM206A	ENSCAFG00000028510	ENSCAFT00000049787	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
FAM65C	ENSCAFG00000011556	ENSCAFT00000018338	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM65C	ENSCAFG00000011556	ENSCAFT00000018344	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM65C	ENSCAFG00000011556	ENSCAFT00000044498	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM83G	ENSCAFG00000018245	ENSCAFT00000008668	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM83G	ENSCAFG00000018245	ENSCAFT00000028986	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FARP1	ENSCAFG00000005595	ENSCAFT00000009016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FARP2	ENSCAFG00000012990	ENSCAFT00000020637	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FARP2	ENSCAFG00000012990	ENSCAFT00000049886	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAT2	ENSCAFG00000017871	ENSCAFT00000028363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAT3	ENSCAFG00000024099	ENSCAFT00000006830	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAT4	ENSCAFG00000003962	ENSCAFT00000006363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBLN7	ENSCAFG00000007149	ENSCAFT00000011460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBLN7	ENSCAFG00000007149	ENSCAFT00000043190	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FBXL13	ENSCAFG00000004262	ENSCAFT00000006850	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FBXO17	ENSCAFG00000005622	ENSCAFT00000009044	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO17	ENSCAFG00000005622	ENSCAFT00000046387	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FBXO27	ENSCAFG00000024310	ENSCAFT00000037544	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO34	ENSCAFG00000015040	ENSCAFT00000023871	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FBXO38	ENSCAFG00000018356	ENSCAFT00000029171	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO43	ENSCAFG00000000544	ENSCAFT00000000837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBXW2	ENSCAFG00000003570	ENSCAFT00000045328	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FECH	ENSCAFG00000000126	ENSCAFT00000000209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FERMT1	ENSCAFG00000005917	ENSCAFT00000009583	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FGD2	ENSCAFG00000001444	ENSCAFT00000002252	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FGD2	ENSCAFG00000001444	ENSCAFT00000047894	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FGF8	ENSCAFG00000009918	ENSCAFT00000015770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSCAFG00000005970	ENSCAFT00000009709	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FHDC1	ENSCAFG00000008214	ENSCAFT00000013051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FIBP	ENSCAFG00000013153	ENSCAFT00000020889	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FIBP	ENSCAFG00000013153	ENSCAFT00000038587	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FLCN	ENSCAFG00000018469	ENSCAFT00000029334	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FLOT1	ENSCAFG00000000444	ENSCAFT00000000706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLT3	ENSCAFG00000006716	ENSCAFT00000010813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLT3	ENSCAFG00000006716	ENSCAFT00000043308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLT3	ENSCAFG00000006716	ENSCAFT00000047140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FMNL2	ENSCAFG00000005811	ENSCAFT00000043228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOCAD	ENSCAFG00000025256	ENSCAFT00000039148	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOXP2	ENSCAFG00000003387	ENSCAFT00000005440	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOXR1	ENSCAFG00000012417	ENSCAFT00000019708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOXR1	ENSCAFG00000012417	ENSCAFT00000019713	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FOXR1	ENSCAFG00000012417	ENSCAFT00000048756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FRS3	ENSCAFG00000032567	ENSCAFT00000048218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FSD1	ENSCAFG00000019098	ENSCAFT00000030327	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FSHR	ENSCAFG00000002698	ENSCAFT00000004260	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FSIP1	ENSCAFG00000008736	ENSCAFT00000013896	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FSIP2	ENSCAFG00000014480	ENSCAFT00000022989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FSIP2	ENSCAFG00000014480	ENSCAFT00000045208	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FTH1	ENSCAFG00000030465	ENSCAFT00000038151	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FUOM	ENSCAFG00000013423	ENSCAFT00000021296	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FUS	ENSCAFG00000016862	ENSCAFT00000026694	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FUT8	ENSCAFG00000016231	ENSCAFT00000025758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FXYD5	ENSCAFG00000024320	ENSCAFT00000037557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FXYD5	ENSCAFG00000024320	ENSCAFT00000049244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FZD1	ENSCAFG00000001906	ENSCAFT00000003022	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GABPA	ENSCAFG00000008512	ENSCAFT00000013519	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST2	ENSCAFG00000013175	ENSCAFT00000049094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GALNT13	ENSCAFG00000009140	ENSCAFT00000014579	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GALNT13	ENSCAFG00000009140	ENSCAFT00000045004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GALT	ENSCAFG00000001946	ENSCAFT00000003087	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GAPDH	ENSCAFG00000015077	ENSCAFT00000023939	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0
GARS	ENSCAFG00000003086	ENSCAFT00000004953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAS2	ENSCAFG00000010113	ENSCAFT00000016067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAS2L3	ENSCAFG00000006883	ENSCAFT00000011056	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L3	ENSCAFG00000006883	ENSCAFT00000044125	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GATAD1	ENSCAFG00000030614	ENSCAFT00000042824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
