# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000039568	ENSCAFG00000039568	ENSCAFT00000052180	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039572	ENSCAFG00000039572	ENSCAFT00000058736	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039584	ENSCAFG00000039584	ENSCAFT00000056385	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039587	ENSCAFG00000039587	ENSCAFT00000051852	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000039587	ENSCAFG00000039587	ENSCAFT00000052117	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000039606	ENSCAFG00000039606	ENSCAFT00000050799	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039606	ENSCAFG00000039606	ENSCAFT00000055886	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039699	ENSCAFG00000039699	ENSCAFT00000057135	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039723	ENSCAFG00000039723	ENSCAFT00000057368	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039760	ENSCAFG00000039760	ENSCAFT00000059146	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039767	ENSCAFG00000039767	ENSCAFT00000050355	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039840	ENSCAFG00000039840	ENSCAFT00000050461	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039861	ENSCAFG00000039861	ENSCAFT00000055607	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039872	ENSCAFG00000039872	ENSCAFT00000056407	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039882	ENSCAFG00000039882	ENSCAFT00000058681	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039898	ENSCAFG00000039898	ENSCAFT00000052455	lincRNA	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000039986	ENSCAFG00000039986	ENSCAFT00000057261	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040026	ENSCAFG00000040026	ENSCAFT00000052993	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040040	ENSCAFG00000040040	ENSCAFT00000054323	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040091	ENSCAFG00000040091	ENSCAFT00000058469	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040101	ENSCAFG00000040101	ENSCAFT00000053178	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040122	ENSCAFG00000040122	ENSCAFT00000055002	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040161	ENSCAFG00000040161	ENSCAFT00000053963	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040161	ENSCAFG00000040161	ENSCAFT00000054826	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSCAFG00000040182	ENSCAFG00000040182	ENSCAFT00000053265	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040205	ENSCAFG00000040205	ENSCAFT00000057671	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040214	ENSCAFG00000040214	ENSCAFT00000055696	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000040217	ENSCAFG00000040217	ENSCAFT00000054956	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040234	ENSCAFG00000040234	ENSCAFT00000059361	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040238	ENSCAFG00000040238	ENSCAFT00000057788	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040263	ENSCAFG00000040263	ENSCAFT00000051482	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040265	ENSCAFG00000040265	ENSCAFT00000051978	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040288	ENSCAFG00000040288	ENSCAFT00000053503	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040311	ENSCAFG00000040311	ENSCAFT00000052218	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040311	ENSCAFG00000040311	ENSCAFT00000054043	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040311	ENSCAFG00000040311	ENSCAFT00000057203	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040319	ENSCAFG00000040319	ENSCAFT00000054944	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040319	ENSCAFG00000040319	ENSCAFT00000056388	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040339	ENSCAFG00000040339	ENSCAFT00000056986	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040377	ENSCAFG00000040377	ENSCAFT00000050268	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040377	ENSCAFG00000040377	ENSCAFT00000052276	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040393	ENSCAFG00000040393	ENSCAFT00000057316	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000040440	ENSCAFG00000040440	ENSCAFT00000056432	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040443	ENSCAFG00000040443	ENSCAFT00000054702	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040499	ENSCAFG00000040499	ENSCAFT00000051456	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040499	ENSCAFG00000040499	ENSCAFT00000055281	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040514	ENSCAFG00000040514	ENSCAFT00000058409	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040540	ENSCAFG00000040540	ENSCAFT00000059376	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040549	ENSCAFG00000040549	ENSCAFT00000052780	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040588	ENSCAFG00000040588	ENSCAFT00000055072	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040591	ENSCAFG00000040591	ENSCAFT00000052795	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040603	ENSCAFG00000040603	ENSCAFT00000057976	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040607	ENSCAFG00000040607	ENSCAFT00000056825	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040626	ENSCAFG00000040626	ENSCAFT00000051034	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040743	ENSCAFG00000040743	ENSCAFT00000051112	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040758	ENSCAFG00000040758	ENSCAFT00000057100	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040789	ENSCAFG00000040789	ENSCAFT00000057557	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040804	ENSCAFG00000040804	ENSCAFT00000052736	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040844	ENSCAFG00000040844	ENSCAFT00000053757	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040864	ENSCAFG00000040864	ENSCAFT00000058555	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040869	ENSCAFG00000040869	ENSCAFT00000056708	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040895	ENSCAFG00000040895	ENSCAFT00000052969	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040897	ENSCAFG00000040897	ENSCAFT00000054204	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000040922	ENSCAFG00000040922	ENSCAFT00000051226	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040935	ENSCAFG00000040935	ENSCAFT00000050696	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040939	ENSCAFG00000040939	ENSCAFT00000055779	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EOMES	ENSCAFG00000005510	ENSCAFT00000008885	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
EOMES	ENSCAFG00000005510	ENSCAFT00000043134	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EOMES	ENSCAFG00000005510	ENSCAFT00000049590	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
EPB41L1	ENSCAFG00000008413	ENSCAFT00000013371	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EPB41L1	ENSCAFG00000008413	ENSCAFT00000013383	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EPB41L2	ENSCAFG00000001136	ENSCAFT00000001740	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPGN	ENSCAFG00000003070	ENSCAFT00000004927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPGN	ENSCAFG00000003070	ENSCAFT00000036700	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA1	ENSCAFG00000003578	ENSCAFT00000005788	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EPHB1	ENSCAFG00000006971	ENSCAFT00000011269	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB6	ENSCAFG00000003745	ENSCAFT00000006074	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
EPHB6	ENSCAFG00000003745	ENSCAFT00000049379	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
EPHX1	ENSCAFG00000016160	ENSCAFT00000025645	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHX2	ENSCAFG00000008438	ENSCAFT00000013417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPHX2	ENSCAFG00000008438	ENSCAFT00000013418	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPN2	ENSCAFG00000018209	ENSCAFT00000028934	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPN3	ENSCAFG00000017080	ENSCAFT00000027046	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPS8L1	ENSCAFG00000002628	ENSCAFT00000004134	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERAP2	ENSCAFG00000024646	ENSCAFT00000012446	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERAP2	ENSCAFG00000024646	ENSCAFT00000046074	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERAP2	ENSCAFG00000024646	ENSCAFT00000046378	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERBB4	ENSCAFG00000023258	ENSCAFT00000022535	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERC1	ENSCAFG00000015874	ENSCAFT00000025165	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ERCC1	ENSCAFG00000004448	ENSCAFT00000007174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERCC3	ENSCAFG00000004497	ENSCAFT00000007273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERCC6L2	ENSCAFG00000001219	ENSCAFT00000001890	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERCC6L2	ENSCAFG00000001219	ENSCAFT00000001906	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERGIC1	ENSCAFG00000016813	ENSCAFT00000026622	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERICH3	ENSCAFG00000020406	ENSCAFT00000032492	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERO1A	ENSCAFG00000014750	ENSCAFT00000023439	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ESRP2	ENSCAFG00000020320	ENSCAFT00000032365	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ESYT1	ENSCAFG00000000108	ENSCAFT00000000170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ESYT1	ENSCAFG00000000108	ENSCAFT00000045762	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ESYT2	ENSCAFG00000005228	ENSCAFT00000008433	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ETFA	ENSCAFG00000018143	ENSCAFT00000028828	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETFDH	ENSCAFG00000008681	ENSCAFT00000013786	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ETNPPL	ENSCAFG00000011314	ENSCAFT00000017994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ETNPPL	ENSCAFG00000011314	ENSCAFT00000048808	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ETV3	ENSCAFG00000016469	ENSCAFT00000026096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ETV6	ENSCAFG00000013371	ENSCAFT00000021228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EVA1C	ENSCAFG00000008978	ENSCAFT00000014267	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
EXD1	ENSCAFG00000009510	ENSCAFT00000015106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOC3	ENSCAFG00000010918	ENSCAFT00000017374	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOC6	ENSCAFG00000007534	ENSCAFT00000012085	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EXOC6	ENSCAFG00000007534	ENSCAFT00000045715	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000031727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000046120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000046636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000049035	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EXOSC7	ENSCAFG00000014055	ENSCAFT00000022309	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EXOSC8	ENSCAFG00000006115	ENSCAFT00000009898	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EXOSC8	ENSCAFG00000006115	ENSCAFT00000049877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EXPH5	ENSCAFG00000014332	ENSCAFT00000022768	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EXPH5	ENSCAFG00000014332	ENSCAFT00000048616	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EXT1	ENSCAFG00000000831	ENSCAFT00000001299	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
EXT1	ENSCAFG00000000831	ENSCAFT00000001302	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
EXT2	ENSCAFG00000009477	ENSCAFT00000015065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EYA1	ENSCAFG00000007894	ENSCAFT00000012639	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F10	ENSCAFG00000006258	ENSCAFT00000010114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F11	ENSCAFG00000007348	ENSCAFT00000011775	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
F11R	ENSCAFG00000012666	ENSCAFT00000020114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F2RL1	ENSCAFG00000009281	ENSCAFT00000014742	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5	ENSCAFG00000015215	ENSCAFT00000024154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F8	ENSCAFG00000019631	ENSCAFT00000031203	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
F9	ENSCAFG00000018998	ENSCAFT00000030166	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FADS2	ENSCAFG00000016019	ENSCAFT00000025448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FADS3	ENSCAFG00000015963	ENSCAFT00000025326	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
FAH	ENSCAFG00000013958	ENSCAFT00000022144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAIM2	ENSCAFG00000008382	ENSCAFT00000039244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM107B	ENSCAFG00000004714	ENSCAFT00000007591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM114A1	ENSCAFG00000016161	ENSCAFT00000025658	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAM124B	ENSCAFG00000010209	ENSCAFT00000016202	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAM134B	ENSCAFG00000019100	ENSCAFT00000030328	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM135A	ENSCAFG00000002599	ENSCAFT00000004092	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM135A	ENSCAFG00000002599	ENSCAFT00000004094	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM149B1	ENSCAFG00000014637	ENSCAFT00000023246	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM155A	ENSCAFG00000029765	ENSCAFT00000045039	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM160B2	ENSCAFG00000009703	ENSCAFT00000015419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM178B	ENSCAFG00000002390	ENSCAFT00000003744	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
FAM180B	ENSCAFG00000032106	ENSCAFT00000050011	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM186A	ENSCAFG00000029116	ENSCAFT00000048285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM186A	ENSCAFG00000029116	ENSCAFT00000048363	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A5	ENSCAFG00000000731	ENSCAFT00000001135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM205A	ENSCAFG00000028944	ENSCAFT00000044879	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAM227A	ENSCAFG00000001385	ENSCAFT00000002136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM234B	ENSCAFG00000013198	ENSCAFT00000020953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM3C	ENSCAFG00000003501	ENSCAFT00000005627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM53A	ENSCAFG00000015022	ENSCAFT00000023840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM53A	ENSCAFG00000015022	ENSCAFT00000045704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM57A	ENSCAFG00000019129	ENSCAFT00000030379	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FAM57A	ENSCAFG00000019129	ENSCAFT00000044283	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM81A	ENSCAFG00000016655	ENSCAFT00000026382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM92A1	ENSCAFG00000009105	ENSCAFT00000014484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM98B	ENSCAFG00000008649	ENSCAFT00000013726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM98B	ENSCAFG00000008649	ENSCAFT00000039282	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM98B	ENSCAFG00000008649	ENSCAFT00000048066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAN1	ENSCAFG00000010347	ENSCAFT00000016444	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FANCA	ENSCAFG00000019813	ENSCAFT00000031520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FANCC	ENSCAFG00000001286	ENSCAFT00000001991	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FANCG	ENSCAFG00000001995	ENSCAFT00000003158	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAR2	ENSCAFG00000010901	ENSCAFT00000017392	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FARP1	ENSCAFG00000005595	ENSCAFT00000009016	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAS	ENSCAFG00000015712	ENSCAFT00000024890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
