# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GNB5	ENSCAFG00000015662	ENSCAFT00000046605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GNL3	ENSCAFG00000009004	ENSCAFT00000014305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GOLGA4	ENSCAFG00000004806	ENSCAFT00000007747	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLM1	ENSCAFG00000001350	ENSCAFT00000002093	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GORASP1	ENSCAFG00000005080	ENSCAFT00000008174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPAT2	ENSCAFG00000006842	ENSCAFT00000011010	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GPAT4	ENSCAFG00000005716	ENSCAFT00000009228	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GPATCH4	ENSCAFG00000016788	ENSCAFT00000026575	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPATCH4	ENSCAFG00000016788	ENSCAFT00000044679	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC5	ENSCAFG00000005311	ENSCAFT00000008556	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPC5	ENSCAFG00000005311	ENSCAFT00000042902	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPR137	ENSCAFG00000014472	ENSCAFT00000022996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR137	ENSCAFG00000014472	ENSCAFT00000038705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR137B	ENSCAFG00000011101	ENSCAFT00000017669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPR152	ENSCAFG00000011554	ENSCAFT00000018327	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPR157	ENSCAFG00000019726	ENSCAFT00000031368	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR157	ENSCAFG00000019726	ENSCAFT00000049179	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR158	ENSCAFG00000023938	ENSCAFT00000037080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPR161	ENSCAFG00000015316	ENSCAFT00000024316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR182	ENSCAFG00000024578	ENSCAFT00000037911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPRC6A	ENSCAFG00000000911	ENSCAFT00000001414	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPSM1	ENSCAFG00000019694	ENSCAFT00000031311	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPSM1	ENSCAFG00000019694	ENSCAFT00000031316	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GPSM3	ENSCAFG00000000790	ENSCAFT00000001227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPSM3	ENSCAFG00000000790	ENSCAFT00000043305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPT	ENSCAFG00000001648	ENSCAFT00000002594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPT	ENSCAFG00000001648	ENSCAFT00000049450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GPX7	ENSCAFG00000003730	ENSCAFT00000006000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRAMD1C	ENSCAFG00000010735	ENSCAFT00000017087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRAMD2	ENSCAFG00000017652	ENSCAFT00000027988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRAMD3	ENSCAFG00000000582	ENSCAFT00000000901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRAMD3	ENSCAFG00000000582	ENSCAFT00000049541	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GREB1	ENSCAFG00000003579	ENSCAFT00000005749	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GREB1	ENSCAFG00000003579	ENSCAFT00000050023	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRIA4	ENSCAFG00000014838	ENSCAFT00000023554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA4	ENSCAFG00000014838	ENSCAFT00000023560	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GRID2IP	ENSCAFG00000015751	ENSCAFT00000024965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRIK1	ENSCAFG00000008768	ENSCAFT00000013975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRIK1	ENSCAFG00000008768	ENSCAFT00000048687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRIK2	ENSCAFG00000003580	ENSCAFT00000005766	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GRIK2	ENSCAFG00000003580	ENSCAFT00000005767	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GRIN2B	ENSCAFG00000013148	ENSCAFT00000020886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRIN2B	ENSCAFG00000013148	ENSCAFT00000044471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRIN2C	ENSCAFG00000004611	ENSCAFT00000007441	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRIN2C	ENSCAFG00000004611	ENSCAFT00000044880	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRK1	ENSCAFG00000006393	ENSCAFT00000010332	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRK6	ENSCAFG00000016388	ENSCAFT00000019321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRM1	ENSCAFG00000000338	ENSCAFT00000000528	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRM4	ENSCAFG00000001202	ENSCAFT00000001868	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRM7	ENSCAFG00000005583	ENSCAFT00000008998	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GSDMA	ENSCAFG00000016283	ENSCAFT00000025816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSX2	ENSCAFG00000002052	ENSCAFT00000003252	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H4	ENSCAFG00000032081	ENSCAFT00000000727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GTF2IRD1	ENSCAFG00000011763	ENSCAFT00000018878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD1	ENSCAFG00000011763	ENSCAFT00000018889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GUCY2C	ENSCAFG00000013037	ENSCAFT00000020726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GYG1	ENSCAFG00000008249	ENSCAFT00000013095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GYG1	ENSCAFG00000008249	ENSCAFT00000013099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GYS1	ENSCAFG00000003858	ENSCAFT00000006203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFV	ENSCAFG00000032723	ENSCAFT00000045588	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFX	ENSCAFG00000012332	ENSCAFT00000019578	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H6PD	ENSCAFG00000019727	ENSCAFT00000031369	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H6PD	ENSCAFG00000019727	ENSCAFT00000048040	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HAAO	ENSCAFG00000002435	ENSCAFT00000003833	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HABP2	ENSCAFG00000011016	ENSCAFT00000047958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HACD3	ENSCAFG00000017232	ENSCAFT00000027306	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HACL1	ENSCAFG00000005949	ENSCAFT00000044451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HAS1	ENSCAFG00000002813	ENSCAFT00000004505	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HAUS1	ENSCAFG00000017640	ENSCAFT00000027972	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HAUS1	ENSCAFG00000017640	ENSCAFT00000044021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HAUS2	ENSCAFG00000011126	ENSCAFT00000017697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HAUS5	ENSCAFG00000006938	ENSCAFT00000011141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HAUS7	ENSCAFG00000019186	ENSCAFT00000030456	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HAVCR2	ENSCAFG00000032010	ENSCAFT00000027872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HCN1	ENSCAFG00000018508	ENSCAFT00000029386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HCN1	ENSCAFG00000018508	ENSCAFT00000049582	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HDAC10	ENSCAFG00000000688	ENSCAFT00000001069	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HDAC10	ENSCAFG00000000688	ENSCAFT00000001070	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HDAC4	ENSCAFG00000012546	ENSCAFT00000019989	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HDAC6	ENSCAFG00000015620	ENSCAFT00000024781	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HDAC7	ENSCAFG00000009152	ENSCAFT00000014571	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC8	ENSCAFG00000017157	ENSCAFT00000027174	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC8	ENSCAFG00000017157	ENSCAFT00000048263	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HEATR1	ENSCAFG00000010919	ENSCAFT00000017410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HEATR6	ENSCAFG00000018155	ENSCAFT00000028841	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HELQ	ENSCAFG00000009108	ENSCAFT00000014486	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
HELQ	ENSCAFG00000009108	ENSCAFT00000044378	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HELZ2	ENSCAFG00000012968	ENSCAFT00000020582	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HENMT1	ENSCAFG00000019933	ENSCAFT00000031715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HENMT1	ENSCAFG00000019933	ENSCAFT00000044722	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HERC1	ENSCAFG00000017011	ENSCAFT00000026962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HERC1	ENSCAFG00000017011	ENSCAFT00000042764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HERC2	ENSCAFG00000009863	ENSCAFT00000015697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HES2	ENSCAFG00000019577	ENSCAFT00000031121	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
HES4	ENSCAFG00000019350	ENSCAFT00000030751	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HES4	ENSCAFG00000019350	ENSCAFT00000043997	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
HES4	ENSCAFG00000019350	ENSCAFT00000049600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HEXDC	ENSCAFG00000012958	ENSCAFT00000020565	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HFE	ENSCAFG00000010925	ENSCAFT00000017387	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHEX	ENSCAFG00000007502	ENSCAFT00000012018	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HIGD1B	ENSCAFG00000014086	ENSCAFT00000022367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HINFP	ENSCAFG00000012224	ENSCAFT00000019441	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HIPK1	ENSCAFG00000009298	ENSCAFT00000014801	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIPK1	ENSCAFG00000009298	ENSCAFT00000047235	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIRA	ENSCAFG00000014619	ENSCAFT00000023274	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIRA	ENSCAFG00000014619	ENSCAFT00000043980	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
HIST1H1E	ENSCAFG00000031512	ENSCAFT00000047956	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIST1H2BM	ENSCAFG00000031636	ENSCAFT00000048181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HIST2H2BF	ENSCAFG00000030731	ENSCAFT00000043906	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HK1	ENSCAFG00000013917	ENSCAFT00000022120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HK1	ENSCAFG00000013917	ENSCAFT00000045763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HLCS	ENSCAFG00000009689	ENSCAFT00000015393	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HLF	ENSCAFG00000030851	ENSCAFT00000043952	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HM13	ENSCAFG00000007038	ENSCAFT00000011294	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HM13	ENSCAFG00000007038	ENSCAFT00000011296	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMBOX1	ENSCAFG00000008237	ENSCAFT00000013078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMBOX1	ENSCAFG00000008237	ENSCAFT00000013081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMBOX1	ENSCAFG00000008237	ENSCAFT00000042913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMBS	ENSCAFG00000012342	ENSCAFT00000019616	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB4	ENSCAFG00000003671	ENSCAFT00000005895	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HMGCL	ENSCAFG00000013085	ENSCAFT00000020793	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HMGCL	ENSCAFG00000013085	ENSCAFT00000047038	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
HMGCLL1	ENSCAFG00000002341	ENSCAFT00000003666	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HMMR	ENSCAFG00000017192	ENSCAFT00000027243	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMOX1	ENSCAFG00000001711	ENSCAFT00000002674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HN1	ENSCAFG00000004722	ENSCAFT00000036454	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HN1	ENSCAFG00000004722	ENSCAFT00000044028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HNRNPA1L2	ENSCAFG00000017316	ENSCAFT00000027434	protein_coding	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1L2	ENSCAFG00000017316	ENSCAFT00000027720	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HNRNPH1	ENSCAFG00000000336	ENSCAFT00000000520	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HNRNPH2	ENSCAFG00000017693	ENSCAFT00000028063	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
HOOK1	ENSCAFG00000018875	ENSCAFT00000029959	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HOOK2	ENSCAFG00000017183	ENSCAFT00000027220	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOOK2	ENSCAFG00000017183	ENSCAFT00000027228	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA1	ENSCAFG00000002936	ENSCAFT00000004700	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HOXA10	ENSCAFG00000002963	ENSCAFT00000004748	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HPSE	ENSCAFG00000009094	ENSCAFT00000014477	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HRG	ENSCAFG00000013599	ENSCAFT00000021548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HS2ST1	ENSCAFG00000032470	ENSCAFT00000047745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HS3ST3A1	ENSCAFG00000017893	ENSCAFT00000028391	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HSD17B12	ENSCAFG00000006702	ENSCAFT00000010796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HSD17B2	ENSCAFG00000019977	ENSCAFT00000031790	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HSD3B7	ENSCAFG00000016770	ENSCAFT00000026560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
HSD3B7	ENSCAFG00000016770	ENSCAFT00000043277	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HSDL1	ENSCAFG00000019965	ENSCAFT00000031773	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AA1	ENSCAFG00000018036	ENSCAFT00000028654	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
HSP90AB1	ENSCAFG00000001981	ENSCAFT00000003137	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
HSP90AB1	ENSCAFG00000001981	ENSCAFT00000049006	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA12A	ENSCAFG00000011876	ENSCAFT00000018869	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
HSPA12B	ENSCAFG00000006209	ENSCAFT00000010036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA14	ENSCAFG00000004702	ENSCAFT00000007573	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HSPA4	ENSCAFG00000000948	ENSCAFT00000001485	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HSPA5	ENSCAFG00000020196	ENSCAFT00000032170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HSPBP1	ENSCAFG00000002605	ENSCAFT00000004100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HSPG2	ENSCAFG00000014773	ENSCAFT00000023453	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HSPG2	ENSCAFG00000014773	ENSCAFT00000044491	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HSPG2	ENSCAFG00000014773	ENSCAFT00000045470	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
