# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000039115	ENSCAFG00000039115	ENSCAFT00000051818	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039115	ENSCAFG00000039115	ENSCAFT00000056661	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039171	ENSCAFG00000039171	ENSCAFT00000055728	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039226	ENSCAFG00000039226	ENSCAFT00000056440	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000039230	ENSCAFG00000039230	ENSCAFT00000051314	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039230	ENSCAFG00000039230	ENSCAFT00000052998	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039277	ENSCAFG00000039277	ENSCAFT00000058994	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039280	ENSCAFG00000039280	ENSCAFT00000053128	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039315	ENSCAFG00000039315	ENSCAFT00000055218	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039320	ENSCAFG00000039320	ENSCAFT00000055789	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039358	ENSCAFG00000039358	ENSCAFT00000059303	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039360	ENSCAFG00000039360	ENSCAFT00000051898	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039361	ENSCAFG00000039361	ENSCAFT00000055888	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039362	ENSCAFG00000039362	ENSCAFT00000057460	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039418	ENSCAFG00000039418	ENSCAFT00000055292	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039423	ENSCAFG00000039423	ENSCAFT00000052221	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039433	ENSCAFG00000039433	ENSCAFT00000055750	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039459	ENSCAFG00000039459	ENSCAFT00000055911	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039462	ENSCAFG00000039462	ENSCAFT00000057787	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039463	ENSCAFG00000039463	ENSCAFT00000056786	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039472	ENSCAFG00000039472	ENSCAFT00000056781	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039486	ENSCAFG00000039486	ENSCAFT00000056486	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039501	ENSCAFG00000039501	ENSCAFT00000058441	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039537	ENSCAFG00000039537	ENSCAFT00000056177	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039556	ENSCAFG00000039556	ENSCAFT00000056276	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039578	ENSCAFG00000039578	ENSCAFT00000055341	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039581	ENSCAFG00000039581	ENSCAFT00000057490	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039613	ENSCAFG00000039613	ENSCAFT00000053842	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039658	ENSCAFG00000039658	ENSCAFT00000053008	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000039703	ENSCAFG00000039703	ENSCAFT00000053717	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039724	ENSCAFG00000039724	ENSCAFT00000057336	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039741	ENSCAFG00000039741	ENSCAFT00000051337	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039767	ENSCAFG00000039767	ENSCAFT00000050355	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039796	ENSCAFG00000039796	ENSCAFT00000052787	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039815	ENSCAFG00000039815	ENSCAFT00000057207	lincRNA	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039815	ENSCAFG00000039815	ENSCAFT00000058137	lincRNA	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039898	ENSCAFG00000039898	ENSCAFT00000052455	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039943	ENSCAFG00000039943	ENSCAFT00000057048	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039946	ENSCAFG00000039946	ENSCAFT00000053997	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039985	ENSCAFG00000039985	ENSCAFT00000051659	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039990	ENSCAFG00000039990	ENSCAFT00000051260	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040024	ENSCAFG00000040024	ENSCAFT00000053691	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040026	ENSCAFG00000040026	ENSCAFT00000052993	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040036	ENSCAFG00000040036	ENSCAFT00000054669	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040104	ENSCAFG00000040104	ENSCAFT00000052611	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040106	ENSCAFG00000040106	ENSCAFT00000051362	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040161	ENSCAFG00000040161	ENSCAFT00000053963	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040161	ENSCAFG00000040161	ENSCAFT00000054826	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040234	ENSCAFG00000040234	ENSCAFT00000059361	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040237	ENSCAFG00000040237	ENSCAFT00000054837	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040255	ENSCAFG00000040255	ENSCAFT00000054314	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040271	ENSCAFG00000040271	ENSCAFT00000055149	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040303	ENSCAFG00000040303	ENSCAFT00000053359	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040305	ENSCAFG00000040305	ENSCAFT00000051797	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040389	ENSCAFG00000040389	ENSCAFT00000053124	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040443	ENSCAFG00000040443	ENSCAFT00000054702	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040474	ENSCAFG00000040474	ENSCAFT00000056919	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040487	ENSCAFG00000040487	ENSCAFT00000052735	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040495	ENSCAFG00000040495	ENSCAFT00000057688	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040626	ENSCAFG00000040626	ENSCAFT00000051034	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040720	ENSCAFG00000040720	ENSCAFT00000051615	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040720	ENSCAFG00000040720	ENSCAFT00000058179	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040755	ENSCAFG00000040755	ENSCAFT00000054828	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040757	ENSCAFG00000040757	ENSCAFT00000054921	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040777	ENSCAFG00000040777	ENSCAFT00000050938	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040778	ENSCAFG00000040778	ENSCAFT00000055880	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040851	ENSCAFG00000040851	ENSCAFT00000050379	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040895	ENSCAFG00000040895	ENSCAFT00000052969	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040901	ENSCAFG00000040901	ENSCAFT00000058241	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040939	ENSCAFG00000040939	ENSCAFT00000055779	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENTPD4	ENSCAFG00000009139	ENSCAFT00000014550	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EP300	ENSCAFG00000001125	ENSCAFT00000001723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPB41L4B	ENSCAFG00000002847	ENSCAFT00000004557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPB41L5	ENSCAFG00000004855	ENSCAFT00000007825	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EPB41L5	ENSCAFG00000004855	ENSCAFT00000046341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPB41L5	ENSCAFG00000004855	ENSCAFT00000049397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPC1	ENSCAFG00000004100	ENSCAFT00000006570	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EPC1	ENSCAFG00000004100	ENSCAFT00000006571	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EPGN	ENSCAFG00000003070	ENSCAFT00000004927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPGN	ENSCAFG00000003070	ENSCAFT00000036700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA4	ENSCAFG00000015936	ENSCAFT00000025379	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA7	ENSCAFG00000003332	ENSCAFT00000005480	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHB3	ENSCAFG00000013005	ENSCAFT00000020750	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB3	ENSCAFG00000013005	ENSCAFT00000020769	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPHB4	ENSCAFG00000014162	ENSCAFT00000022498	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHX2	ENSCAFG00000008438	ENSCAFT00000013417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHX2	ENSCAFG00000008438	ENSCAFT00000013418	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPM2AIP1	ENSCAFG00000004777	ENSCAFT00000007680	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EPN2	ENSCAFG00000018209	ENSCAFT00000028934	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPOR	ENSCAFG00000017411	ENSCAFT00000027600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPRS	ENSCAFG00000010873	ENSCAFT00000017310	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EPS8	ENSCAFG00000012724	ENSCAFT00000020206	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPS8	ENSCAFG00000012724	ENSCAFT00000045054	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPS8L3	ENSCAFG00000019805	ENSCAFT00000031504	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EPS8L3	ENSCAFG00000019805	ENSCAFT00000043623	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EPYC	ENSCAFG00000006129	ENSCAFT00000009916	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ERAP1	ENSCAFG00000007810	ENSCAFT00000012490	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ERAP2	ENSCAFG00000024646	ENSCAFT00000012446	protein_coding	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0
ERAP2	ENSCAFG00000024646	ENSCAFT00000046074	protein_coding	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0
ERAP2	ENSCAFG00000024646	ENSCAFT00000046378	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ERAS	ENSCAFG00000015652	ENSCAFT00000024798	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ERBB4	ENSCAFG00000023258	ENSCAFT00000022535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERCC3	ENSCAFG00000004497	ENSCAFT00000007273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERGIC2	ENSCAFG00000010860	ENSCAFT00000017305	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ERGIC3	ENSCAFG00000008085	ENSCAFT00000012909	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERGIC3	ENSCAFG00000008085	ENSCAFT00000012923	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERICH3	ENSCAFG00000020406	ENSCAFT00000032492	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ERICH6	ENSCAFG00000008436	ENSCAFT00000049773	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ERLIN2	ENSCAFG00000006211	ENSCAFT00000010037	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERN1	ENSCAFG00000011784	ENSCAFT00000018719	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ERN1	ENSCAFG00000011784	ENSCAFT00000045733	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ERN2	ENSCAFG00000017643	ENSCAFT00000027982	protein_coding	0	1	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0
ERO1A	ENSCAFG00000014750	ENSCAFT00000023439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ESCO1	ENSCAFG00000018249	ENSCAFT00000028990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ESPL1	ENSCAFG00000007030	ENSCAFT00000011275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPN	ENSCAFG00000019595	ENSCAFT00000031146	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ESPN	ENSCAFG00000019595	ENSCAFT00000048085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ESYT2	ENSCAFG00000005228	ENSCAFT00000008433	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ESYT2	ENSCAFG00000005228	ENSCAFT00000047281	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ESYT3	ENSCAFG00000007551	ENSCAFT00000012101	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETAA1	ENSCAFG00000003239	ENSCAFT00000005194	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ETAA1	ENSCAFG00000003239	ENSCAFT00000045247	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ETNK2	ENSCAFG00000009619	ENSCAFT00000015284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETNPPL	ENSCAFG00000011314	ENSCAFT00000017994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ETS1	ENSCAFG00000010304	ENSCAFT00000016398	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ETS2	ENSCAFG00000009978	ENSCAFT00000015882	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ETV2	ENSCAFG00000006916	ENSCAFT00000011104	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EVC2	ENSCAFG00000015738	ENSCAFT00000024922	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EVI5L	ENSCAFG00000018316	ENSCAFT00000036976	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXD3	ENSCAFG00000019444	ENSCAFT00000030921	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
EXO1	ENSCAFG00000015758	ENSCAFT00000024978	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOC2	ENSCAFG00000009173	ENSCAFT00000014607	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EXOC3L1	ENSCAFG00000020377	ENSCAFT00000032455	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
EXOC4	ENSCAFG00000001308	ENSCAFT00000002031	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EXOC5	ENSCAFG00000015237	ENSCAFT00000024187	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EXOC6	ENSCAFG00000007534	ENSCAFT00000012085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOC6	ENSCAFG00000007534	ENSCAFT00000045715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000031727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000046120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000046636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000049035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC8	ENSCAFG00000006115	ENSCAFT00000009898	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EXOSC8	ENSCAFG00000006115	ENSCAFT00000049877	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EXOSC9	ENSCAFG00000004139	ENSCAFT00000006635	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EXOSC9	ENSCAFG00000004139	ENSCAFT00000006636	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EXPH5	ENSCAFG00000014332	ENSCAFT00000048616	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXTL2	ENSCAFG00000020002	ENSCAFT00000031833	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXTL2	ENSCAFG00000020002	ENSCAFT00000050103	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EXTL3	ENSCAFG00000008284	ENSCAFT00000013147	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EYA3	ENSCAFG00000011935	ENSCAFT00000018974	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EYA4	ENSCAFG00000000196	ENSCAFT00000000314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EYA4	ENSCAFG00000000196	ENSCAFT00000045886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
