# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000038847	ENSCAFG00000038847	ENSCAFT00000056378	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000038893	ENSCAFG00000038893	ENSCAFT00000055272	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000038894	ENSCAFG00000038894	ENSCAFT00000051847	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000038916	ENSCAFG00000038916	ENSCAFT00000056216	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000038928	ENSCAFG00000038928	ENSCAFT00000056529	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000038932	ENSCAFG00000038932	ENSCAFT00000056256	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000038932	ENSCAFG00000038932	ENSCAFT00000057107	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000038971	ENSCAFG00000038971	ENSCAFT00000055787	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000038982	ENSCAFG00000038982	ENSCAFT00000058614	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSCAFG00000038992	ENSCAFG00000038992	ENSCAFT00000051813	lincRNA	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000039059	ENSCAFG00000039059	ENSCAFT00000052027	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039059	ENSCAFG00000039059	ENSCAFT00000057466	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039090	ENSCAFG00000039090	ENSCAFT00000052483	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039101	ENSCAFG00000039101	ENSCAFT00000059178	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039188	ENSCAFG00000039188	ENSCAFT00000050535	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039231	ENSCAFG00000039231	ENSCAFT00000059449	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039258	ENSCAFG00000039258	ENSCAFT00000054429	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039292	ENSCAFG00000039292	ENSCAFT00000058786	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039331	ENSCAFG00000039331	ENSCAFT00000055979	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039355	ENSCAFG00000039355	ENSCAFT00000053758	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039369	ENSCAFG00000039369	ENSCAFT00000054997	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039459	ENSCAFG00000039459	ENSCAFT00000055911	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
ENSCAFG00000039461	ENSCAFG00000039461	ENSCAFT00000059391	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039486	ENSCAFG00000039486	ENSCAFT00000056486	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000039492	ENSCAFG00000039492	ENSCAFT00000050825	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039497	ENSCAFG00000039497	ENSCAFT00000054229	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039556	ENSCAFG00000039556	ENSCAFT00000056276	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039587	ENSCAFG00000039587	ENSCAFT00000051852	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039587	ENSCAFG00000039587	ENSCAFT00000052117	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039602	ENSCAFG00000039602	ENSCAFT00000056126	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039649	ENSCAFG00000039649	ENSCAFT00000059014	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039812	ENSCAFG00000039812	ENSCAFT00000056057	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039815	ENSCAFG00000039815	ENSCAFT00000057207	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039858	ENSCAFG00000039858	ENSCAFT00000055665	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039861	ENSCAFG00000039861	ENSCAFT00000055607	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000039892	ENSCAFG00000039892	ENSCAFT00000059460	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039898	ENSCAFG00000039898	ENSCAFT00000052455	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSCAFG00000039958	ENSCAFG00000039958	ENSCAFT00000056142	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000039958	ENSCAFG00000039958	ENSCAFT00000056989	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000039960	ENSCAFG00000039960	ENSCAFT00000052665	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039964	ENSCAFG00000039964	ENSCAFT00000050416	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039964	ENSCAFG00000039964	ENSCAFT00000056476	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039985	ENSCAFG00000039985	ENSCAFT00000051659	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040028	ENSCAFG00000040028	ENSCAFT00000051245	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040051	ENSCAFG00000040051	ENSCAFT00000055159	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040079	ENSCAFG00000040079	ENSCAFT00000051887	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040134	ENSCAFG00000040134	ENSCAFT00000054194	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040144	ENSCAFG00000040144	ENSCAFT00000053847	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040175	ENSCAFG00000040175	ENSCAFT00000053197	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040178	ENSCAFG00000040178	ENSCAFT00000057259	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000040189	ENSCAFG00000040189	ENSCAFT00000053868	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040205	ENSCAFG00000040205	ENSCAFT00000057671	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040217	ENSCAFG00000040217	ENSCAFT00000054956	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040226	ENSCAFG00000040226	ENSCAFT00000051232	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSCAFG00000040238	ENSCAFG00000040238	ENSCAFT00000057788	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040276	ENSCAFG00000040276	ENSCAFT00000056056	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000040359	ENSCAFG00000040359	ENSCAFT00000054612	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040383	ENSCAFG00000040383	ENSCAFT00000054282	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000040404	ENSCAFG00000040404	ENSCAFT00000057285	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040421	ENSCAFG00000040421	ENSCAFT00000050435	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040455	ENSCAFG00000040455	ENSCAFT00000050412	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000040457	ENSCAFG00000040457	ENSCAFT00000057654	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040499	ENSCAFG00000040499	ENSCAFT00000051456	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040520	ENSCAFG00000040520	ENSCAFT00000053975	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040530	ENSCAFG00000040530	ENSCAFT00000058308	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040539	ENSCAFG00000040539	ENSCAFT00000054407	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040551	ENSCAFG00000040551	ENSCAFT00000057128	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040607	ENSCAFG00000040607	ENSCAFT00000056825	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040669	ENSCAFG00000040669	ENSCAFT00000057887	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040733	ENSCAFG00000040733	ENSCAFT00000050302	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040743	ENSCAFG00000040743	ENSCAFT00000051112	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040749	ENSCAFG00000040749	ENSCAFT00000054239	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040760	ENSCAFG00000040760	ENSCAFT00000059275	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000040777	ENSCAFG00000040777	ENSCAFT00000050938	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040800	ENSCAFG00000040800	ENSCAFT00000058399	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000040821	ENSCAFG00000040821	ENSCAFT00000058446	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000040862	ENSCAFG00000040862	ENSCAFT00000057010	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040867	ENSCAFG00000040867	ENSCAFT00000051001	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EP300	ENSCAFG00000001125	ENSCAFT00000001723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPB41L4A	ENSCAFG00000007361	ENSCAFT00000011799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPHA8	ENSCAFG00000023528	ENSCAFT00000023234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPHA8	ENSCAFG00000023528	ENSCAFT00000048984	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHB1	ENSCAFG00000006971	ENSCAFT00000011269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPN2	ENSCAFG00000018209	ENSCAFT00000028934	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERAS	ENSCAFG00000015652	ENSCAFT00000024798	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	ENSCAFG00000016351	ENSCAFT00000025936	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERC2	ENSCAFG00000008140	ENSCAFT00000012979	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERC2	ENSCAFG00000008140	ENSCAFT00000012986	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERCC6	ENSCAFG00000006624	ENSCAFT00000010674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERI3	ENSCAFG00000004807	ENSCAFT00000007745	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERMAP	ENSCAFG00000002509	ENSCAFT00000003962	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERMARD	ENSCAFG00000004084	ENSCAFT00000006543	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ERN1	ENSCAFG00000011784	ENSCAFT00000018719	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERN1	ENSCAFG00000011784	ENSCAFT00000045733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ESYT1	ENSCAFG00000000108	ENSCAFT00000000170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ESYT1	ENSCAFG00000000108	ENSCAFT00000045762	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ETV6	ENSCAFG00000013371	ENSCAFT00000021228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EVC	ENSCAFG00000015745	ENSCAFT00000024942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EVL	ENSCAFG00000017889	ENSCAFT00000028385	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC2	ENSCAFG00000009173	ENSCAFT00000014607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOC7	ENSCAFG00000005043	ENSCAFT00000008116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EXOC7	ENSCAFG00000005043	ENSCAFT00000008120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FADS6	ENSCAFG00000025133	ENSCAFT00000007481	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM102B	ENSCAFG00000019935	ENSCAFT00000031716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM122A	ENSCAFG00000001926	ENSCAFT00000003049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM126B	ENSCAFG00000012096	ENSCAFT00000019220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM131C	ENSCAFG00000030252	ENSCAFT00000048985	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM149A	ENSCAFG00000007402	ENSCAFT00000038160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM149B1	ENSCAFG00000014637	ENSCAFT00000023246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM162A	ENSCAFG00000011890	ENSCAFT00000018884	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM173B	ENSCAFG00000010089	ENSCAFT00000016036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM174B	ENSCAFG00000030859	ENSCAFT00000044049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM181B	ENSCAFG00000028722	ENSCAFT00000045653	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM185A	ENSCAFG00000004283	ENSCAFT00000006874	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM189A2	ENSCAFG00000001900	ENSCAFT00000003005	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM189A2	ENSCAFG00000001900	ENSCAFT00000019955	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM214B	ENSCAFG00000002017	ENSCAFT00000003189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM217B	ENSCAFG00000024001	ENSCAFT00000037177	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FAM227A	ENSCAFG00000001385	ENSCAFT00000002136	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM63A	ENSCAFG00000012326	ENSCAFT00000019584	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM71F1	ENSCAFG00000001644	ENSCAFT00000002583	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM76B	ENSCAFG00000004118	ENSCAFT00000006596	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM78B	ENSCAFG00000013491	ENSCAFT00000021392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM83A	ENSCAFG00000000997	ENSCAFT00000001536	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM91A1	ENSCAFG00000001027	ENSCAFT00000001587	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM91A1	ENSCAFG00000001027	ENSCAFT00000048627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM98B	ENSCAFG00000008649	ENSCAFT00000013726	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM98B	ENSCAFG00000008649	ENSCAFT00000039282	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM98B	ENSCAFG00000008649	ENSCAFT00000048066	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FANCM	ENSCAFG00000014062	ENSCAFT00000022327	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FANCM	ENSCAFG00000014062	ENSCAFT00000046644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FANCM	ENSCAFG00000014062	ENSCAFT00000048988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FARP1	ENSCAFG00000005595	ENSCAFT00000009016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FARS2	ENSCAFG00000009483	ENSCAFT00000015069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FASTKD2	ENSCAFG00000013457	ENSCAFT00000021343	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAT4	ENSCAFG00000003962	ENSCAFT00000006363	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FBN3	ENSCAFG00000018422	ENSCAFT00000029319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBRSL1	ENSCAFG00000023460	ENSCAFT00000043099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBXL13	ENSCAFG00000004262	ENSCAFT00000006850	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FBXL7	ENSCAFG00000031644	ENSCAFT00000045620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBXO22	ENSCAFG00000018153	ENSCAFT00000028835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBXO28	ENSCAFG00000029037	ENSCAFT00000044524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBXO5	ENSCAFG00000000547	ENSCAFT00000000840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBXO5	ENSCAFG00000000547	ENSCAFT00000042996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBXW4	ENSCAFG00000009911	ENSCAFT00000015767	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCER2	ENSCAFG00000030055	ENSCAFT00000045285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FCHO2	ENSCAFG00000008180	ENSCAFT00000013009	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FDXR	ENSCAFG00000004638	ENSCAFT00000007472	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FERMT3	ENSCAFG00000014609	ENSCAFT00000023225	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FGF10	ENSCAFG00000032695	ENSCAFT00000029406	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGF10	ENSCAFG00000032695	ENSCAFT00000047360	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	ENSCAFG00000008886	ENSCAFT00000014095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGF5	ENSCAFG00000008886	ENSCAFT00000038532	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR4	ENSCAFG00000016518	ENSCAFT00000043646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FIGNL1	ENSCAFG00000003379	ENSCAFT00000005420	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FILIP1L	ENSCAFG00000009242	ENSCAFT00000044891	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FKBP15	ENSCAFG00000003198	ENSCAFT00000005155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FLNB	ENSCAFG00000007603	ENSCAFT00000012236	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLNC	ENSCAFG00000001585	ENSCAFT00000002504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FLNC	ENSCAFG00000001585	ENSCAFT00000045585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FLOT1	ENSCAFG00000000444	ENSCAFT00000000706	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FMNL1	ENSCAFG00000013819	ENSCAFT00000021936	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FMNL1	ENSCAFG00000013819	ENSCAFT00000044855	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FMNL1	ENSCAFG00000013819	ENSCAFT00000049170	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FMNL3	ENSCAFG00000008465	ENSCAFT00000013467	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FMNL3	ENSCAFG00000008465	ENSCAFT00000044325	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FMNL3	ENSCAFG00000008465	ENSCAFT00000045951	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FMO3	ENSCAFG00000014992	ENSCAFT00000023776	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FN1	ENSCAFG00000014345	ENSCAFT00000022799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
