# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000030601	ENSCAFG00000030601	ENSCAFT00000044149	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030674	ENSCAFG00000030674	ENSCAFT00000037716	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSCAFG00000030685	ENSCAFG00000030685	ENSCAFT00000046581	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030770	ENSCAFG00000030770	ENSCAFT00000044542	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000030875	ENSCAFG00000030875	ENSCAFT00000045717	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000030900	ENSCAFG00000030900	ENSCAFT00000029329	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030917	ENSCAFG00000030917	ENSCAFT00000046966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030961	ENSCAFG00000030961	ENSCAFT00000048777	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000031046	ENSCAFG00000031046	ENSCAFT00000047166	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031412	ENSCAFG00000031412	ENSCAFT00000048601	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031412	ENSCAFG00000031412	ENSCAFT00000048949	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031494	ENSCAFG00000031494	ENSCAFT00000043339	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000031506	ENSCAFG00000031506	ENSCAFT00000048381	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031534	ENSCAFG00000031534	ENSCAFT00000045777	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000031601	ENSCAFG00000031601	ENSCAFT00000048098	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000031648	ENSCAFG00000031648	ENSCAFT00000003503	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000031779	ENSCAFG00000031779	ENSCAFT00000048464	protein_coding	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000032092	ENSCAFG00000032092	ENSCAFT00000049995	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000032099	ENSCAFG00000032099	ENSCAFT00000045469	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ENSCAFG00000032382	ENSCAFG00000032382	ENSCAFT00000042926	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000032421	ENSCAFG00000032421	ENSCAFT00000046472	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032514	ENSCAFG00000032514	ENSCAFT00000048991	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000032581	ENSCAFG00000032581	ENSCAFT00000049859	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000032604	ENSCAFG00000032604	ENSCAFT00000036205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032631	ENSCAFG00000032631	ENSCAFT00000042774	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000032820	ENSCAFG00000032820	ENSCAFT00000050237	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000032912	ENSCAFG00000032912	ENSCAFT00000051253	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032936	ENSCAFG00000032936	ENSCAFT00000050403	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033120	ENSCAFG00000033120	ENSCAFT00000058542	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000033159	ENSCAFG00000033159	ENSCAFT00000052352	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033159	ENSCAFG00000033159	ENSCAFT00000057587	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033468	ENSCAFG00000033468	ENSCAFT00000052784	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSCAFG00000033765	ENSCAFG00000033765	ENSCAFT00000051889	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033845	ENSCAFG00000033845	ENSCAFT00000055084	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000033910	ENSCAFG00000033910	ENSCAFT00000057831	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034023	ENSCAFG00000034023	ENSCAFT00000053981	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034023	ENSCAFG00000034023	ENSCAFT00000057020	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034135	ENSCAFG00000034135	ENSCAFT00000052040	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000034245	ENSCAFG00000034245	ENSCAFT00000056622	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034468	ENSCAFG00000034468	ENSCAFT00000055289	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000034478	ENSCAFG00000034478	ENSCAFT00000055004	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034780	ENSCAFG00000034780	ENSCAFT00000059082	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000034832	ENSCAFG00000034832	ENSCAFT00000055050	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000034915	ENSCAFG00000034915	ENSCAFT00000052702	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000035046	ENSCAFG00000035046	ENSCAFT00000059165	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000035337	ENSCAFG00000035337	ENSCAFT00000057357	lincRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSCAFG00000035430	ENSCAFG00000035430	ENSCAFT00000059078	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000035434	ENSCAFG00000035434	ENSCAFT00000056344	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000035513	ENSCAFG00000035513	ENSCAFT00000055339	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000035853	ENSCAFG00000035853	ENSCAFT00000057432	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000036319	ENSCAFG00000036319	ENSCAFT00000052535	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000036349	ENSCAFG00000036349	ENSCAFT00000051365	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000036349	ENSCAFG00000036349	ENSCAFT00000051540	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000036349	ENSCAFG00000036349	ENSCAFT00000058143	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000036406	ENSCAFG00000036406	ENSCAFT00000054019	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000036411	ENSCAFG00000036411	ENSCAFT00000056313	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000036620	ENSCAFG00000036620	ENSCAFT00000054542	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000036682	ENSCAFG00000036682	ENSCAFT00000057904	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000036731	ENSCAFG00000036731	ENSCAFT00000053425	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000036731	ENSCAFG00000036731	ENSCAFT00000058435	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000037020	ENSCAFG00000037020	ENSCAFT00000050628	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037020	ENSCAFG00000037020	ENSCAFT00000051453	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037020	ENSCAFG00000037020	ENSCAFT00000053706	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037494	ENSCAFG00000037494	ENSCAFT00000057862	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000037539	ENSCAFG00000037539	ENSCAFT00000053419	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000037700	ENSCAFG00000037700	ENSCAFT00000054533	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000038370	ENSCAFG00000038370	ENSCAFT00000056109	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000038732	ENSCAFG00000038732	ENSCAFT00000050476	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039187	ENSCAFG00000039187	ENSCAFT00000053791	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039187	ENSCAFG00000039187	ENSCAFT00000055076	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039188	ENSCAFG00000039188	ENSCAFT00000050535	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039209	ENSCAFG00000039209	ENSCAFT00000050502	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039209	ENSCAFG00000039209	ENSCAFT00000054364	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039223	ENSCAFG00000039223	ENSCAFT00000054422	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039382	ENSCAFG00000039382	ENSCAFT00000056630	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039429	ENSCAFG00000039429	ENSCAFT00000053413	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039429	ENSCAFG00000039429	ENSCAFT00000057965	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039534	ENSCAFG00000039534	ENSCAFT00000051664	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000039689	ENSCAFG00000039689	ENSCAFT00000052567	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000039815	ENSCAFG00000039815	ENSCAFT00000057207	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000039815	ENSCAFG00000039815	ENSCAFT00000058137	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000039898	ENSCAFG00000039898	ENSCAFT00000052455	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000040026	ENSCAFG00000040026	ENSCAFT00000052993	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040101	ENSCAFG00000040101	ENSCAFT00000053178	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040189	ENSCAFG00000040189	ENSCAFT00000053868	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000040412	ENSCAFG00000040412	ENSCAFT00000053505	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000040634	ENSCAFG00000040634	ENSCAFT00000055663	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000040771	ENSCAFG00000040771	ENSCAFT00000052333	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000040867	ENSCAFG00000040867	ENSCAFT00000051001	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EP300	ENSCAFG00000001125	ENSCAFT00000001675	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EP300	ENSCAFG00000001125	ENSCAFT00000001723	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERCC6	ENSCAFG00000006624	ENSCAFT00000010674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ESPN	ENSCAFG00000019595	ENSCAFT00000031146	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ESPN	ENSCAFG00000019595	ENSCAFT00000048085	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ESYT2	ENSCAFG00000005228	ENSCAFT00000008433	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ETV7	ENSCAFG00000001394	ENSCAFT00000002158	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ETV7	ENSCAFG00000001394	ENSCAFT00000038142	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EVC2	ENSCAFG00000015738	ENSCAFT00000024922	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EVPL	ENSCAFG00000005021	ENSCAFT00000008073	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EVPL	ENSCAFG00000005021	ENSCAFT00000046353	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EYA1	ENSCAFG00000007894	ENSCAFT00000012639	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13B	ENSCAFG00000011416	ENSCAFT00000018128	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM151A	ENSCAFG00000019012	ENSCAFT00000030195	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM151A	ENSCAFG00000019012	ENSCAFT00000030196	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM166A	ENSCAFG00000019458	ENSCAFT00000030939	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM206A	ENSCAFG00000028510	ENSCAFT00000049787	protein_coding	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0
FAM20C	ENSCAFG00000011179	ENSCAFT00000017768	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM227B	ENSCAFG00000014916	ENSCAFT00000023678	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXL13	ENSCAFG00000004262	ENSCAFT00000006850	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBXL4	ENSCAFG00000003467	ENSCAFT00000005576	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FBXW12	ENSCAFG00000012875	ENSCAFT00000020438	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGD1	ENSCAFG00000016444	ENSCAFT00000026071	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGF12	ENSCAFG00000031187	ENSCAFT00000047448	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGFR1OP	ENSCAFG00000000847	ENSCAFT00000001326	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FH	ENSCAFG00000015704	ENSCAFT00000024892	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FKBP6	ENSCAFG00000013176	ENSCAFT00000020922	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FLT4	ENSCAFG00000000482	ENSCAFT00000000771	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLT4	ENSCAFG00000000482	ENSCAFT00000047300	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FREM1	ENSCAFG00000001537	ENSCAFT00000002397	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FRMD4B	ENSCAFG00000006521	ENSCAFT00000010531	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GALK2	ENSCAFG00000014895	ENSCAFT00000023652	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GCC2	ENSCAFG00000002025	ENSCAFT00000003208	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDPGP1	ENSCAFG00000023738	ENSCAFT00000036687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GEMIN5	ENSCAFG00000017614	ENSCAFT00000027933	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GEMIN5	ENSCAFG00000017614	ENSCAFT00000044955	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GFPT1	ENSCAFG00000003296	ENSCAFT00000005292	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GLB1L	ENSCAFG00000015182	ENSCAFT00000036556	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GLI1	ENSCAFG00000000223	ENSCAFT00000000352	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GLMN	ENSCAFG00000020159	ENSCAFT00000032099	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GPR6	ENSCAFG00000003846	ENSCAFT00000006188	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRM5	ENSCAFG00000004381	ENSCAFT00000007045	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GRM5	ENSCAFG00000004381	ENSCAFT00000047674	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSS	ENSCAFG00000007671	ENSCAFT00000012275	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GTPBP2	ENSCAFG00000001918	ENSCAFT00000003040	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GTPBP6	ENSCAFG00000010931	ENSCAFT00000017390	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HACD2	ENSCAFG00000012091	ENSCAFT00000019182	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HACD2	ENSCAFG00000012091	ENSCAFT00000043211	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HAGH	ENSCAFG00000019490	ENSCAFT00000030988	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HBS1L	ENSCAFG00000000226	ENSCAFT00000000360	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC1	ENSCAFG00000010597	ENSCAFT00000016879	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC1	ENSCAFG00000010597	ENSCAFT00000044286	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC5	ENSCAFG00000014334	ENSCAFT00000022795	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HDAC5	ENSCAFG00000014334	ENSCAFT00000042851	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HIPK1	ENSCAFG00000009298	ENSCAFT00000047235	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HMGCS2	ENSCAFG00000010096	ENSCAFT00000016048	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HOGA1	ENSCAFG00000009205	ENSCAFT00000014639	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HOGA1	ENSCAFG00000009205	ENSCAFT00000044803	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HOOK2	ENSCAFG00000017183	ENSCAFT00000027220	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HOOK2	ENSCAFG00000017183	ENSCAFT00000027228	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HS2ST1	ENSCAFG00000032470	ENSCAFT00000047745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HS3ST2	ENSCAFG00000030242	ENSCAFT00000049780	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HTR3E	ENSCAFG00000012147	ENSCAFT00000019295	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
HTR3E	ENSCAFG00000012147	ENSCAFT00000019296	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
HUS1	ENSCAFG00000025598	ENSCAFT00000039863	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IFT20	ENSCAFG00000018659	ENSCAFT00000029619	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGHMBP2	ENSCAFG00000010745	ENSCAFT00000017093	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IGHMBP2	ENSCAFG00000010745	ENSCAFT00000038980	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IKBKB	ENSCAFG00000005526	ENSCAFT00000008915	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IKBKE	ENSCAFG00000010239	ENSCAFT00000016260	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IL15RA	ENSCAFG00000005213	ENSCAFT00000038309	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPO13	ENSCAFG00000004875	ENSCAFT00000007856	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IQCG	ENSCAFG00000012730	ENSCAFT00000020178	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IQCG	ENSCAFG00000012730	ENSCAFT00000050195	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IQCH	ENSCAFG00000017422	ENSCAFT00000027613	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IQCH	ENSCAFG00000017422	ENSCAFT00000042773	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IRF2	ENSCAFG00000007761	ENSCAFT00000012418	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IRF4	ENSCAFG00000009156	ENSCAFT00000014549	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITFG1	ENSCAFG00000010234	ENSCAFT00000016252	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ITPRIP	ENSCAFG00000010604	ENSCAFT00000016848	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JUN	ENSCAFG00000018897	ENSCAFT00000029996	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KAT5	ENSCAFG00000013299	ENSCAFT00000021124	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KAT5	ENSCAFG00000013299	ENSCAFT00000021133	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KATNAL2	ENSCAFG00000017583	ENSCAFT00000027875	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KATNAL2	ENSCAFG00000017583	ENSCAFT00000042868	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KATNAL2	ENSCAFG00000017583	ENSCAFT00000044953	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KATNAL2	ENSCAFG00000017583	ENSCAFT00000045108	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KCNH6	ENSCAFG00000012987	ENSCAFT00000020615	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
